,Tiếng Việt,Kon Tum,Gia Lai,Bình Định
4970,hoa văn,dok,"rup pơro`, Tơbrônh, brâng",brưng gơleh 
4971,cùi,dol,,
4972,lõi cây,"dol, aliĕng",,
4973,bu vào,"'jom, 'jôm, dom",,
4974,dính vào,"'dom, dơhlăk, tơhlăk",,
4975,tai,don,,đon
4976,lòng trí,'don,,
4977,ngâm,"tong, dong",,
4978,đánh liên hồi,dong,,
4979,dái loài vật,'dong,,
4980,dài thòng,"jơjôi, dong dong, 'ngông",,
4981,kinh niên,dong or,,
4982,suốt cả,"plăt, dong or",,
4983,cụp,dop,,top
4984,lòm khòm,'dop kơ'dop,,
4985,chỉ thở thoi thóp,'dot 'dot,,
4986,hứng lấy,"dŏ, tơ'nõ, tơnổng",,
4987,chỉ người mang gùi nặng,dŏ tơdŏ,,
4988,chống đỡ,"'dơ̆t, toi, dŏl",,
4989,rất no,'dŏl,,
4990,nhô lên,"chơgrôn, jơgron, tơgrôn, 'dŏl",,
4991,chỗ đất cao,dŏn,,
4992,cứu,dŏng,,dŏng
4993,để dành cho,dŏng,,
4994,nhô ra,"bơluch, chơkhong, chơgơ̆ng, 'dŏng, chơwông",,
4995,uống rượu mừng sau khi trỉa lúa,'dŏng,,
4996,gà trống khoai,dŏng dŏng,,
4997,cong queo,'dŏng 'deu,,
4998,mạch máu chảy,'dŏr 'dŏr,,
4999,nhổ ra,"kơ'môch, 'dŏt",,
5000,dài,"jôr, tai, dô, kơjung",,đuôĭ
5001,dài lòng thòng,"dông dôih, do tơdo, dô tơdô",,
5002,từ đặt cuối câu để chỉ đủ rồi,dôh,,
5003,nổ,"'doh, 'dôh",,
5004,tô lớn bằng gỗ hay đất sét,"klơh, dôi, klôh",,
5005,lây,"dôih, bơm",,apoh
5006,phao,dôl,,
5007,bộ phận sinh dục,"'dôl, ơ̆i ơ̆i",,
5008,những,dôm,,
5009,chứ,"hă, dôm",,
5010,chừng đó,dôm noh,,
5011,mấy lần,dôm 'măng,,
5012,bao nhiêu,"hơdôm, dôm yơ",,"dôm yơ, dôm"
5013,thêm nữa,'dôn,,
5014,cháu được về trọng lượng,dông,,
5015,nổi,"dông, chơgron, chơmron",,"gŏ, đơng"
5016,đồn lính,'dông,,
5017,thóp trên đỉnh đầu trẻ sơ sinh,'dông,,
5018,dài lòng thòng,"dông dôih, do tơdo, dô tơdô",,
5019,x dông dôih,dông dôih,,
5020,lượm,dônh,,
5021,loại áo tơi đan bằng lá cọ,dôp,,
5022,đi khom lưng,'dôp kơ'dôp,,
5023,ở mãi trong nhà,dô̆,,
5024,xin thường trong một kịp vui,'dô̆,,
5025,bụng to,dô̆i tơdô̆i ,,
5026,khệ nệ,"'nĕk 'nŏn, 'dô̆r kơdô̆r ",,
5027,nhả ra khỏi miệng,"dơ-ă, tơ-ă",,
5028,chỉ hai cô gái đẹp,dơbak dơbơn,,
5029,đầy ắp,"hơlăk hơlŏl, hmơ̆l hmăl, hơlăk hơlôl, jơngit, dơmlơl, tơmỡl , dơ'bơ̆l, dơ'bêl, tơhmổl , hơlŏl, tơmăl , tcf'bêl, gơ'bêl gơ'bal, nglăk",,
5030,má đẹp hồng hào,"dơbơ̆l, dơbŏm",,
5031,má đẹp hồng hào,"dơbơ̆l, dơbŏm",,
5032,đầy ắp,"hơlăk hơlŏl, hmơ̆l hmăl, hơlăk hơlôl, jơngit, dơmlơl, tơmỡl , dơ'bơ̆l, dơ'bêl, tơhmổl , hơlŏl, tơmăl , tcf'bêl, gơ'bêl gơ'bal, nglăk",,
5033,ngồi vây quanh,dơ'bông,,
5034,chỉ nhiều hoa nở rộ,dơbŭk dơbăk,,
5035,chỉ người hay vật nằm bất động,dơbŭl,,
5036,chụm một chỗ,dơ'bŭl,,
5037,chỉ một vùng mênh mông bằng phẳng,dơch dach,,
5038,sáng sủa,"tơdah, phêng, dơdah, lơlŭng, bơda",,rang liêm
5039,một loại cây thân gỗ mềm,dơdak,,
5040,cây vông,dơdap,,
5041,đúng,"khă, klăng, kiăp, dơdă, tơdă","trõ, B`lep",trŏ
5042,nói cà lăm,"dơdă, kơ'da",,
5043,tạm thời,"tơdăng, pơjơh, dơdăng, pơ-ĭn",,
5044,chỉ vật treo lủng lẳng,dơdăk dơdŏl,,
5045,một loại ghè,"chơ'blĕng, beng, chơbo, jơbrông, brẽl, chơbom, goh, jơ lam, diok, pơdrang, jơ tuang, chơgrih, chơgrin, chơ̆, hamo, hron, jơvve, jơbrồng, kha, kruing, cheh chăn, ban, jơ ban, jtfjeo, jơba, lam, chap, biying, hmum, chơ̆'ba, dâu, gop, hơtôk, klăn dông, tơngong, kơdi, krŏi, dreng lao, hơbai, bũng bung, jtfkung, bơi, bröng, kông lenh, cha ha, hơdang, chan dơng, dơde, chơkring, ba, chơ̆krĭng, ku bêk, kei brel, peng beng, bong bong, bon bong, kơlep, chơ'don, krĕk, hroi, atôk, kơhnga, 'blĕng, bơdi, chơlam, chơngong, kơdiang, pơgong, kheo, kơthoch",,
5046,im phăng phắc,dơdeh,,
5047,mãi,"dang dang, dơdeh, khŏm khŏm",,ling
5048,chảy xiết,"hơđeh, dơdeh",,
5049,thật,"chuêng, dơdĕk, tơdẽk",,
5050,linh tính,dơdĕk dơdŏk,,
5051,chỉ cây rậm rạp,dơding dơdang,,
5052,to và bén,dơdip,,
5053,chim dù dì cùng họ với cú,dơdit,,
5054,êm dịu,"dơdiu, jơdu, hơdu",,
5055,dùn,"dơdiu, pơhơdu",,
5056,đen kịt,"dơdiu, kơdiu","Găm b`lik, găm suek,  jơjueng",găm sơnguat
5057,cứ,"hri, dơdĭ, rai, tố",,"biêk, kư "
5058,dài thòng lòng,"hiăk hyôi, dô dô",,
5059,ồn ào,"hrơ̆ng, kơgleng kơglăp, tơđêl pơđăr, bơlŭk bơlăk, tơdăm tơdăm, dơdơ̆r dơdăr",,klik klang 
5060,giàn dây leo,"chơng rơng, dơdra",,
5061,chòi canh trên cây,"dơdra, bơdra",,
5062,rừng thưa,"dơdrah, dơdring tơdring",,
5063,chuồng gà,"dơdrang iĕr, tơdrang iẽr",,adrung yĕr
5064,về hướng,dơdrăng,,
5065,chính xác,"'dam, klăk, dơdrăng",,
5066,nơi,dơdrăng,,dơnŏ
5067,diều hâu bắt rắn,dơdrăng,,
5068,lại lần nữa,dơdrăp,,
5069,sáng chói,"kơmlă, dơdrê",,rang agah agơi
5070,tán cây,dơdrêp,,gơdai long
5071,rừng thưa,"dơdrah, dơdring tơdring",,
5072,cử động,"dơdrŏ, tơdrồ",,
5073,rượu ghè,"dơdrô, jtfdrô",,
5074,lồng,dơdrŭng,"Hơdru ̆ng, hơdrang",
5075,gói,"tơdrũng, dơdrŭng, top, gơxŏp, adrŭng, hơtop, kơxop, atop","Anu`ng, Atop",anung
5076,người cùng một xứ,dơduă,,
5077,trẻ em biết đi vững vàng,dơduei,,
5078,xoay nhanh,dơduĕnh,,
5079,đi vòng quanh,dơdŭich,,"năm tăp dal, năm dal wang"
5080,xoay tít,dơduĕr,,
5081,tiếng vỗ trống thùng thùng,dơduh,,
5082,rộng rãi,"hơmah, dơduh dơdak, chơmah",,
5083,bụng lớn,dơdưng,,
5084,tiếng súng nổ ầm ầm khắp nơi,"dơdung tơdung, rơ'đũng rơ'đăng",,
5085,tiếng nổ rền vang,dơ'dưk,,
5086,chỉ hang sâu rộng,dơdưr dơdar,,
5087,tranh giành,"bơjei, pơjay, dơgar, tơgar, bơjay",,
5088,đòi mẹ,dơgar,,
5089,sưng vù,"tơgu , chơwĕr, dơgu, chơwê̆",,
5090,chất đống,"dơgu, kruh, pơkruh, hơchôl, huơy huay, pơgŭk",,
5091,nghỉ chút ít,dơh,,
5092,mình,"dơh, lĭng",,"akău, bơ̆n"
5093,không sao đâu,"'dơh hă, hoai",,
5094,chỉ há nhỏ miệng,dơhah,,
5095,làm cho rách,dơhek,,
5096,hơ lửa,"tơheng , dơheng",Nhur u`nh,
5097,thường ngày,"dơhia, tơhia ",,
5098,căng ra,dơhiar,,
5099,xoè cánh,dơhiar,,
5100,dây cung,"dơhiĕng, hơta, hiĕng",,
5101,chương trình,dơhiok,,
5102,lôi kéo nhau đi,"dơhiot, tơhiot",,
5103,dính vào,"'dom, dơhlăk, tơhlăk",,
5104,mắc việc,dơhlăk,,
5105,mang thai,"dơhlăk, hơdŭng hơdăng",,
5106,chỉ tai dựng đứng,"tơhlăng, dơhle, tơhla",,
5107,có duyên,dơhlĕnh,,
5108,gông,"dơhlŏng, dơlong",,
5109,thanh ngang cổngg,dơhlông,,
5110,thổi,"thu, dơhlu, hlôm, tơhlu , pơi",,thuôl
5111,lõm xuống,dơhlŭn,,
5112,cắt tóc ngắn ngang tai như búp biê,dơhlŭp,,
5113,cụp tai,dơhlŭp,,
5114,tha hồ,"dơhmăn, tơhmăn , jơhmăn, hmăn, diơ hmăn",,
5115,chỉ vật sáng,dơhnhôk,,
5116,che cản không cho thấy,dơhning,,
5117,lỗ to và sâu,"dơhôk, dơhôh, tơhôk ",,
5118,lỗ to và sâu,"dơhôk, dơhôh, tơhôk ",,
5119,chỉ trẻ nhỏ sắp hàng dọc,dơhroi,,
5120,ngắn ngủn,"dơhŭt, tơhõt ",,
5121,người mập mà lùn,dơhŭt,,
5122,có,"ơ̆i, dei, dơi",,"ơĭ, đơ̆i"
5123,treo lủng lẳng,dơ-iŏl,,
5124,chơ vơ,dơ-iŏl,,
5125,dụng cụ cuốn chỉ,dơi wơi,,
5126,trò chơi vòng quay ngựa gỗ,dơi wơi,,
5127,lương tâm,dơ-ĭ,,
5128,chân tay và mông teo lại,dơjuech,,
5129,nhọn hoắt,"tơjuẽk , dơjuĕch, jtfjuëch, chơjuĕk, jơjỡr, jơjuẽr",,han dêh
5130,cục đá nhỏ,"dơkhŏl, tơkhôl",,
5131,khúc cây ngắn,dơkhŏl,,
5132,tiếng dùng cuối câu trả lời bao hàm ý nghĩa phủ định,,dơla,
5133,chán ngấy,"lap lep, dơlal, tơlal ",,
5134,tái mét,"kơlai, tơlăl , dơlal, pal",,
5135,loại ốc sên,dơlĕ,,
5136,môi trề xuống,"tơlyei , dơliei",,
5137,lạt lẽo,"chơnglong, dơlĭl, blơ̆p",,
5138,lặng thinh,"dơlĭl, pơ-õm, pơdô̆",,
5139,cùn,"dơlĭl, kơmul",,
5140,chỉ vật nhỏ lồi ra,"tơlol , dơlol",,
5141,gông,"dơhlŏng, dơlong",,
5142,chỉ vật lớn lồi ra,dơlol hlôl,,
5143,đầy,"bĕnh, tơbưt, dơlŏl, lam","phăt, B`ẽnh",bĕnh
5144,trống hai đầu,dơlŏng hoi,,
5145,lồi ra,"lôl, dơlôl",,
5146,bầm tím,"dơlơ̆l, tơlổl ",,yưm
5147,lòi ra,dơlŭl,,
5148,bằng phẳng,"'biơh, lơlia, kieng leng, 'biah, thơr, 'blĕr, dơmăn, 'blia lơliau, tơmăn, cheng leng",,
5149,mãi tới,"dơmleng, rơmeng",,
5150,ngồi xếp bằng,"dơmlin, amlĭn",,
5151,đá thường được xem như thần thành,dơmŏng,,
5152,đầy ắp,"hơlăk hơlŏl, hmơ̆l hmăl, hơlăk hơlôl, jơngit, dơmlơl, tơmỡl , dơ'bơ̆l, dơ'bêl, tơhmổl , hơlŏl, tơmăl , tcf'bêl, gơ'bêl gơ'bal, nglăk",,
5153,chôn xuống một nửa,"dơ'mơ̆m, tơ'mỡm",,
5154,măng mới mọc,dơ'mơ̆m,,
5155,ngày mốt,dơmônh,,
5156,khắc,dơn,,srĕ
5157,bia,"dơnan, tơnan, pah, bong tơdra",Bier,
5158,hồ lớn,"dơnau, dơnâu, tơnau",,
5159,hồ lớn,"dơnau, dơnâu, tơnau",,
5160,nền tảng,"dơnăl, tơnăl ",,
5161,cây bình linh,"tơnăng, dơnăng",,
5162,phía trước,anô̆,,
5163,chỉ một em bé đứng hay ngồi một mình,"dơ'ngŏl, tơ'ngõ",,
5164,chỉ người lớn đang ngồi chờ một mình,dơ'ngôl,,
5165,chủ nhà,"tơngơl, dơngơ̆l",,kră ŭnh hnam
5166,cây đã chặt còn để lại gốc,dơngơ̆l,,
5167,nhiều cục đá lớn hay đống lúa chất lên nhau,dơ'ngŭk dơ'ngăk,,
5168,ngồi yên không nhúc thích như pho tượng,dơ'ngŭl,,
5169,cây cẩm lai,dơnhŭm,,
5170,mai,dơning,,năr dơning
5171,cứng lòng,dơnĭl,,
5172,ống đựng lúa trỉa,"dơnoi, chơnoi",,
5173,dãy 3 tài sản tổ tiên để lại,dơnoi,,
5174,tua vải ở khố,dơnoi,,
5175,thời buổi,dơnoi,,
5176,cây chống,"tơnõl, dơnol",,
5177,đồng bằng,"dơnong, ôr, tơmăn","pơnglễi, Tơ hnă, char dơhnă",teh tơmăn
5178,chiều cao,dơnong,,
5179,chiều dài,"dơnor, tơnor",Tor,tol
5180,hộ khẩu,"dơnŏ, tơnõ",,
5181,khâu đao,dơnŏ,,
5182,khó dạy,"kơmlăng, tơngìl, dơnŏng, tơnõng",,
5183,thổ địa,dơnôih,,
5184,phần thịt ức,dơnơh,,
5185,trầm,"brông, dur, dơnơ̆m, tơnơm",,
5186,vang dội,dơnơ̆m,,
5187,âm u,"dơnơ̆m, ngưp",,ư̆m
5188,lang,"bơbrŏk, dơnơ̆ng",,
5189,ổn định chỗ ổ,dơnơ̆ng,,
5190,cây gỗ hương,dơnơ̆ng,,
5191,,"apoih, hơpoih, hơpaih",,
5192,để tang,"tơnuh, dơnuh",,
5193,nghèo,"dơnuh, tơnuh, hin",,dơnuh
5194,tro bếp,"tơnuh, dơnuh",,tơnuh ŭnh
5195,dùi chiêng,dơnuh,,
5196,ngày thứ nhất sau khi chôn đất,dơrak,,
5197,thổi bay,"dơrang, tơrang",,
5198,lịch sử x tơtăm 1,dơră,,
5199,rẫy ngắn tay,dơră,,
5200,đất ra,dơră,,
5201,qua đuổi người,dơră,,
5202,biển,dơxĭ,"B`iên, Dơxi`",tơsĭ
5203,phổi,"gơxoh, dơxoh, tơxoh",,pơsoh 
5204,bùi nhùi,"kơxôm, dơxôm, gơxôm",Pôi tơmui,bui nhui
5205,hậu môn,"dơxuh, tơxuh","kiẽl, Dơxuh",
5206,diều hâu ăn rắn,"dơxum, pơdrăng",,
5207,ngồi,"dơwêng, tơwêng",,uĕi
5208,chim lượn quanh,dơwêng,,
5209,tròn,"ttfwil, apôm, dơwĭl",,apôm
5210,chiều rộng,"tơwỡl, dơwơ̆l","Wơ`l, Bar",
5211,người hay vật đứng thẳng,dơyoch,,
5212,mau lớn,"jôk, dơyô",,
5213,tiếng đánh trên vật mềm,dơ̆,,
5214,ước chừng,dơ̆ yơ,,
5215,cám,dơ̆k,Đỡk,đơ̆k
5216,râm ran,"dơ̆k dơ̆k, 'dơ̆p",,
5217,bít lỗ,"dơ̆l, 'dơ̆t, kơ'nơ̆t, tơchỡl",,
5218,viên bi bằng thủy tỉnh vàng,dơ̆l,,
5219,nhử lươn,dơ̆m,,
5220,thầm,dơ̆m,,
5221,choáng váng,"hơbui, hơ'ngưi hơ'ngai, 'dơ̆m",,
5222,chòi,"rơnơh, kŭ, hơdrŏn, adrŏn, dơ̆m, apăm",,"kang kưt , wăk"
5223,chịu trách nhiệm,dơ̆ng,,
5224,đứng,dơ̆ng,Dâng,atau
5225,chỉ mực nước đứng,dơ̆ng,,
5226,từ,dơ̆ng,,đưng
5227,nữa,dơ̆ng,,piêu
5228,che,"dơ̆p, klŭ",,"athu, kơhning, chơhning"
5229,loại dưa gang chín vỏ xanh,dơ̆p,,
5230,đậy,"klơ̆p, dơ̆p, klŭp","đỡp, Bỡng, klỡp",sŭp
5231,râm ran,"dơ̆k dơ̆k, 'dơ̆p",,
5232,đạp,"juă, jrot, dơ̆r, juey",Jroh,"kơdăp, gơdah, kơdah"
5233,chống đỡ,"'dơ̆t, toi, dŏl",,
5234,chận,"'dơ̆t, khăt, bổt",,
5235,bít lỗ,"dơ̆l, 'dơ̆t, kơ'nơ̆t, tơchỡl",,
5236,phòng bệnh,'dơ̆t,,
5237,kệ,"gơdĕng, hơda pŏk, kơdĕng, dra pŏk",,chăng
5238,đi dạo chơi,drang,,
5239,hang nhỏ,drang,,
5240,tắm nắng,drang tô̆,,
5241,sát mặt đất,drap,,
5242,trỉa,"proi, drăk",,"jơdrap , jơmul"
5243,dụng có lấy lửa của người dân tộc thuở xưa làm bằng dây mây,,"drăk, pơdrăk",
5244,nữ giới,drăkăn,,
5245,cá cọp,drăl,,
5246,ghè,"drăm, ge",,
5247,ru rú trong nhà,"drăm dro, pơdrom",,
5248,nhộng,drăm drom,,yă ngok 
5249,que,drăng,,
5250,nam giới,"drănglo, hơdrăng",,
5251,này,drău,,nơ̆u 
5252,thanh que dài,dreh,,
5253,múa trống,"dai wai, dreh xơgơ̆r, kơdeh",,
5254,một loại cây,"drei, pŏk plŏl",,
5255,lậy,"kơtrĭn, dren, hơdrơng",,
5256,màu vàng,dreng,,brơ̆u
5257,hạt cườm,"jơmai, dreng, chơmai, hrong, anam",,
5258,sáng bóng,"dreng drau, chơchêr, chôh hơhlông, chôh",,
5259,vàng khè,dreng drưt,,brơ̆u brơt
5260,hạt cười nhỏ như hạt kê,dreng akoy,,
5261,hạt cườm có nhiều màu,"dreng dơ̆l, tơng hrỡl ",,
5262,một loại ghè,"chơ'blĕng, beng, chơbo, jơbrông, brẽl, chơbom, goh, jơ lam, diok, pơdrang, jơ tuang, chơgrih, chơgrin, chơ̆, hamo, hron, jơvve, jơbrồng, kha, kruing, cheh chăn, ban, jơ ban, jtfjeo, jơba, lam, chap, biying, hmum, chơ̆'ba, dâu, gop, hơtôk, klăn dông, tơngong, kơdi, krŏi, dreng lao, hơbai, bũng bung, jtfkung, bơi, bröng, kông lenh, cha ha, hơdang, chan dơng, dơde, chơkring, ba, chơ̆krĭng, ku bêk, kei brel, peng beng, bong bong, bon bong, kơlep, chơ'don, krĕk, hroi, atôk, kơhnga, 'blĕng, bơdi, chơlam, chơngong, kơdiang, pơgong, kheo, kơthoch",,
5263,reo,dreo,,driêu
5264,sáng lúa,dreng akoy,,
5265,chỉ hai người đi sát nhau,dring drit,,
5266,xê dịch,"tơdrũt, drĭ, íi, tơíi",,
5267,lược,"drok, tơxi, hơdraih",,
5268,nuốt chửng,"akơ̆t, drok, hơkơ̆t",,
5269,ở trong kén,"pơdrăm, drom",,
5270,Thời gian vật ẩn mình trong đất khi môi trường không thích hợp,,drom,
5271,đi ngang qua,"jrong, drong",,
5272,vượt qua,drong găn,Ploi,
5273,ở nhà,dro-om,,
5274,bị mốc,drŏk,,
5275,đi từ sáng tinh sương,drôih,,
5276,cuồn cuộn,"lông kơlông, drôl",,tơkul tơkul
5277,một mình,"drô̆, 'nu 'nŏ, nhơ nhŏ",,
5278,hùa theo,"drô̆I hơdrô̆i, kiơ̆ trôi",,
5279,sàn nhà bằng tre,"hơdrơh, drơh",,
5280,sượt qua,"phŭch, preh, tach, drơih, prẽch, breh, brơih",,
5281,chạm nhẹ,"drơih, tơbreh",,
5282,chỉ hai người lớn bằng nhau,drơl hơdrơl,,
5283,đón tiếp,drơng,,
5284,trả lời,"drơ̆ng, tơdrơng",,akhan ăn
5285,đỡ,drơ̆ng,,
5286,rập chim,drơ̆p,,
5287,ngại,"druai, druei",,
5288,cỏ gấu,druă,,
5289,ngại,"druai, druei",,
5290,đuổi,"gah, druh","tơdruh, puh, Druh, pơdor","druh, tiê̆"
5291,khom lưng,"hnŏn hnŏn, drum, chơkrŭi chơkrŭi, kơ'dop, kơ'dŏr",,
5292,nằm,"chơbra, drum, bĭch",,bich
5293,bụi rậm,drun,,
5294,đẩy,drŭt,"Dru`t, tuh, tơtu`n, tơlỡ, tưk","hniễ, jơră"
5295,làm liều không cần biết đúng hay sai,drŭt drăt,,
5296,tiếng chó sủa gâu gâu,drŭng drŭng,,
5297,tiếng đồn thổi,drŭng drŭng,,
5298,quạt máy,duĕr duĕr ,,
5299,cũng,"adoi, dĭ, hơdoi, duh",,"kung , hơdơi"
5300,cũng được,"duh bưh, gơgah, tơbưh",,
5301,mưng mủ,'duh,,
5302,kéo,dui,"Ot – Anho`ng ot bro` iă dêh., hor, Săng kep, pơdu`ng, Hiot - Nhôn ngôi hiot tơle`i., Dui","hyot, dui, dui , săng chơkep "
5303,có vú dài,dui dai,,
5304,rác rến,'duih,,
5305,cá vẫy đuôi nhẹ nhàng,duing duơng,,
5306,đi nhẹ nhàng,duing duơng,,
5307,được bao quanh,duit,,
5308,xanh thẫm,duit duat,Jơk găm,
5309,quay tròn,duĭnh duĭnh,,pơdal
5310,quanh quẩn,duĭr duĭr,,
5311,tàu bè,duk,,
5312,đỏ,"dum, brê","Djrêm, gôh",gôh
5313,chín,"dum, tơxin",,"đum, sĭn"
5314,đàn bầu loại lớn làm bằng tre,dung,,
5315,chuồn chuồn,"dung dang, klo ba",,sring srung
5316,hèn mọn,dung dang,,
5317,tiếng tùng tùng,dung dơng,,
5318,nón lá,'duơ̆n,,
5319,nhổ lên,"'duơ̆t, hoch",,
5320,cụp xuống,"top, 'dup",,
5321,bật lên bật xuống,"tơlơk 'dơk, 'dup 'dêp",,
5322,trầm,"brông, dur, dơnơ̆m, tơnơm",,
5323,chỉ sâu,'dut 'dut,,
5324,chuyển đi,"pơdŭ, dơ, krit krut",,
5325,trong lòng,dŭ,,
5326,ở kon,dŭ dơ̆l,,
5327,cong lưng chạy,'dŭi kơ'dŭi,,
5328,thình thịch,"dŭk dĭk, jrõk jrõk",,pĭng păng
5329,tiếng mạch nhảy,'dŭk 'dŭk,,
5330,chỉ trái lớn tòng teng,dŭl dăl,,
5331,chặt đứt,"chơchơ̆ng, păk jang, dŭl hŭl",Chỡng kơte`ch,
5332,tiếng nổ đùng,dŭm,,
5333,loại thuốc lá có lá bầu,'dŭm,,
5334,lùi lại,dŭn,,
5335,kéo xuống,dŭng,,
5336,bá,dŭng,"Am, kuãr",
5337,đường vòng,"dŭng, jüng",,
5338,dây,"dŭng, tơlei",,tơlĕi
5339,thai nghén,dŭng dăng,,
5340,tùng tùng,"'dŭr 'dŭr, ding ding, dŭng dŭng",,
5341,tiếng chân chạy rầm rần trên sàn,'dŭr 'dŭr,,
5342,tùng tùng,"'dŭr 'dŭr, ding ding, dŭng dŭng",,
5343,nói nặng lời,dư̆ dư̆,,
5344,chơi cộc,dư̆ dư̆,,
5345,mày,e,,ih
5346,phúc âm,ebiang,,
5347,tiếng rủ nhau,"chư lư la, eĕ",,
5348,sưng,eh,,pơ-eh
5349,tiếng rặn,eh eh,,
5350,tiếng tằng hắng,eh hĕm,,
5351,ấy,"ei, nhơ",,"ơ̆i , noh"
5352,cũng hồi này,ei ăi,,
5353,đúng thế,"ei yơh, ei boih",,
5354,thế đấy,"aah, i-uh, ei deh",,
5355,thế đó,"noh boih, ei ei",,
5356,thán từ,ei hơu,,
5357,như vậy,"deh, thoi noh, ei leh",,
5358,ô kìa,em neh,,
5359,đẹp quá,ei rõ,,
5360,đúng thế,"ei yơh, ei boih",,
5361,giáo hội,"ekledia, bôl diĕng",,
5362,uốn mình,"'brut, eng",,
5363,bằng lòng,eng,,
5364,thiu thiu,eng eng,,
5365,mãi miết,"pũk păk, eng eng",,
5366,cứa,"eng ong, gret",,ngot
5367,nhìn qua,ep,,
5368,cây đậu khấu,erel,,
5369,núi liền đông nam Kontum,erĕnh,,
5370,sống,"tơhngong , erih, gâu, arih, adrih",,arih
5371,thức dây,eriu,,
5372,uống,"et, pop",,et
5373,tiếng kêu két két của đàn vẹt,et et,,
5374,tiếng kêu ve ve của ve sầu,et eng,,
5375,cọ,et ot,,
5376,đi cầu,ĕ,,
5377,rau é,ĕch,,
5378,nướng sơ qua,ĕl ŏl,,
5379,tôi,"tơrôl, kâu, inh, ĕng",,inh 
5380,tự chủ,ĕnh,,
5381,một loại thuốc bùa ngãi,ẽ - ŏ,,
5382,ối chà,ẽ - ŏ,,
5383,ấm áp,ẽr ẽr,,
5384,không ngờ,"kơ-ê, ê, rau kơ","pă b`lõk, ưh kơê",
5385,tiếng hoan hô reh mừng,êê̆ kưu,,
5386,thôi rồi,"pă boih, êh hêh",,
5387,êm ái,êm,,
5388,dịu dàng,"rơmõk, êm hơdu",,
5389,thoải mái,êm gruei,,
5390,rỉ rả,êng êng,,
5391,mênh mông,êng nêng,,lang tang
5392,loại gùi lớn,êp,,
5393,tiếng ve ve của ve sầu,êp êp,,
5394,nán lại,êr,,
5395,được,"ahơ̆m, bloh, hanhŭ, êu",Gơh,đơ̆i
5396,nghiện,"kăm, ga",,
5397,ăn một cách ngon lành,"kăm, ga",,
5398,đuổi,"gah, druh","tơdruh, puh, Druh, pơdor","druh, tiê̆"
5399,bên,"gah, joi, ni","Gah, pah",gah
5400,mời khách uống rượu,gai,,
5401,thời gian quá trưa,gai,,
5402,cong,"kŏk, kơdĕu, go, po’küch, gai, jơkũch, jok, chŏng wŏng",,đŏng
5403,thanh niên góa vợ,gai adro,,
5404,canh gác,"gak, guăng",Gak,
5405,một chút,gan,,
5406,dây cườm đeo ở cổ,gang,,
5407,sống dao,gao,,
5408,một loại kê làm rượu,gao,,
5409,kẹp,"gap, nep",Ke`p,kep
5410,ghen tương,gar,,
5411,ấn định,gat,,
5412,gạt,gat,,dơbeh
5413,lấy tay gạt vào,gă,,
5414,ngón hay gạch,găch,,
5415,bị lác,găi,,
5416,cần thiết,găl,"wă dêh, Gi`t găl",
5417,vừa vặn,"pah lăp, găl, rơvvăl, rơyăl","pơlăp, Blop, lăp wă",
5418,đậu,găm,"Tơh, Kôp",srơ̆p
5419,đen,"jü, ak, brăng, găm","Ju` - Kon kồ jủ hnam Inh., Hơbu`ng - Hnam mai răt brai hơbủng tơyơ?, Găm - Kơ b`ang găm oẽi tơlăm",găm
5420,ngang qua,găn,,
5421,có thai,găn,,
5422,cuốn chiếu,"tơkăn gô, găn gŏ, kŏ găn",,
5423,lạnh cóng,găng,Tơngie ̆ t guam,sơhngeu
5424,cây chống như chữ Y,găng dra,,
5425,trói giăng tay,găng dra,,
5426,cạp,"ngoih, găp",,
5427,hạt,"gĕr, găr",,gĕl 
5428,một loại song mây,"găr dăn, pơxit",,
5429,siêng năng,"hnăp, jăng guanh, găt hrăng jăng guanh, găt, pơnam, tanh yaih, tơhnăp , guanh",,pơnam
5430,siêng năng,"hnăp, jăng guanh, găt hrăng jăng guanh, găt, pơnam, tanh yaih, tơhnăp , guanh",,pơnam
5431,sống,"tơhngong , erih, gâu, arih, adrih",,arih
5432,ghè,"drăm, ge",,
5433,trạng thái đi đứng chưa vững,ge go,,
5434,của cải,"hơngui, ơngui, tơmam, ge gŏ",,tơmam ram
5435,huých bằng cùi chỗ,geh,,
5436,lật mặt linh tinh,geh goh,,
5437,đủ thứ việc,geh geh goh goh,,
5438,chắc chắn,"gei, pă jor",,
5439,loại cây cọ,gel,,
5440,bà gần,gel,,
5441,xô đẩy bằng vai,"geng, keng",,
5442,khu vực,geng,,
5443,chỉ voi có một ngà,geng,,
5444,hình chữ chi,geng gong,,
5445,gắp lấy,gep,,
5446,trái bầu,"get, plôi, tơlôp",,
5447,tập tễnh,gĕ gŏ,,
5448,cán,"gĕn, gơ̆r, glơng","Blong, gơ`r, Juă",gơl
5449,chỉ vác một cây nhỏ,gĕng chơgĕng,,
5450,quăn,"bĕnh, gĕng, tơbrẽnh",,
5451,hạt,"gĕr, găr",,gĕl 
5452,,"apoih, hơpoih, hơpaih",,
